1,0.0,0.0,0.0,-1,-1,-1,-1
-1,0.0,0.0,0.0,-1,-1,-1,-1
0,-0.26666666666666666,0.0,0.13333333333333333,-1,-1,-1,-1
-1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.375,0.14285714285714285,0.0,-1,-1,-1,-1
1,0.525,0.13333333333333333,0.0,-1,-1,-1,-1
0,0.6,0.1,0.0,-1,-1,-1,-1
1,0.32063492063492066,0.1,0.05,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
0,0.13999999999999996,0.13333333333333333,0.13333333333333333,-1,-1,-1,-1
0,0.375,0.1,0.0,-1,-1,-1,-1
0,1.0,0.0625,0.0,-1,-1,-1,-1
1,0.625,0.2,0.0,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
-1,0.0,0.0,0.0,-1,-1,-1,-1
-1,0.1708333333333333,0.2,0.1,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,1.0,0.06666666666666667,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.6000000000000001,0.1,0.0,-1,-1,-1,-1
1,0.2,0.058823529411764705,0.0,-1,-1,-1,-1
1,-0.5,0.0,0.1111111111111111,-1,-1,-1,-1
0,0.17532467532467533,0.125,0.0,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
-1,-0.024999999999999994,0.047619047619047616,0.047619047619047616,-1,-1,-1,-1
-1,0.4,0.1111111111111111,0.0,-1,-1,-1,-1
0,-0.6,0.0,0.1,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.2833333333333334,0.2,0.0,-1,-1,-1,-1
0,0.25,0.06666666666666667,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,0.31828442437923249,0.32505643340857787,147,0
-1,-0.5,0.0,0.1,-1,-1,-1,-1
0,0.0,0.0,0.0,0.33562585969738651,0.33287482806052271,242,0
1,0.5,0.2222222222222222,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,0.33333333333333331,0.3288888888888889,75,0
1,0.25,0.05,0.0,-1,-1,-1,-1
1,0.24166666666666667,0.09090909090909091,0.09090909090909091,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
1,0.0,0.0,0.0,-1,-1,-1,-1
0,0.375,0.10526315789473684,0.0,-1,-1,-1,-1
1,0.65,0.18181818181818182,0.0,-1,-1,-1,-1
1,0.5,0.15384615384615385,0.0,-1,-1,-1,-1
1,0.5,0.05555555555555555,0.0,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
1,0.2,0.058823529411764705,0.0,-1,-1,-1,-1
1,0.3181818181818182,0.13333333333333333,0.0,0.30158730158730157,0.32380952380952382,105,0
-1,-0.25,0.0,0.1111111111111111,-1,-1,-1,-1
0,0.0,0.0,0.0,-1,-1,-1,-1
-1,0.0,0.0,0.0,-1,-1,-1,-1
-1,-0.1,0.0,0.0625,-1,-1,-1,-1
1,0.0,0.0,0.0,0.3263009845288326,0.33333333333333331,237,0
